"TC#","Section","Priority","Test Case","Steps","Expected Result","Status(PASS/FAIL/BLOCKED)","mock data","Cross-Module Link","Settings need to set before entering to the module","Actual Result(What happened)","Console Error(Copy-paste red text)","Screenshot(Y/N)","Notes","Journey Scenario","Why This Exists","Test Type","Role/Login","Supabase Verify","Playwright Spec","Defect ID"
"TC-P4I-004","4I Downstream Hops","P1","The admission form requires a bed to be selected","1) Start a consultation for PT-QA-0001 at /opd 2) Click ""Admit"" 3) Look for the Select Bed field","A ""Select Bed"" field is present and marked required.","","PT-QA-0001 Ramesh Kumar; Master data — Wards & beds","IPD, Billing","wards and beds configured with rate_per_day (Settings → Wards)","","","","","P4-S15","An admission with no bed cannot be found by nursing, carries no room rate and does not appear on the bed map, so the patient is admitted and invisible at the same time.","Positive","doctor (Hospital A)","beds where hospital_id = A and status = available → at least 1 row","e2e/phase-04-opd-journey/P4I.downstream-hops.spec.ts",""
"TC-P4I-005","4I Downstream Hops","P2","OPD orders do not carry over into the admission","1) Start a consultation for PT-QA-0001 at /opd 2) Order Complete Blood Count in the Rx & Orders tab 3) Complete the consultation 4) Admit the patient 5) Read lab_orders filtered by the new admission_id","CURRENT APP BEHAVIOUR, documented in JOURNEY_SCENARIOS P4-S15: no lab_orders row carries the new admission_id.","","PT-QA-0001 Ramesh Kumar; Complete Blood Count","IPD, Lab","wards and beds configured with rate_per_day (Settings → Wards)","","","","","P4-S15","Whether orders should follow the patient into the admission is a clinical decision for Priya and Dr. Ramesh; this case records what happens today so that any change is visible rather than silent.","Cross-Module","doctor (Hospital A)","lab_orders where hospital_id = A and patient_id = (PT-QA-0001) and admission_id = (the new admission) → 0 rows","e2e/phase-04-opd-journey/P4I.downstream-hops.spec.ts",""
"TC-P4I-006","4I Downstream Hops","P2","OPD vitals are saved on the encounter even though they do not carry over","1) Start a consultation for PT-QA-0001 at /opd 2) Enter BP 128/84 in the Vitals tab 3) Complete the consultation 4) Read opd_encounters.vitals","The encounter holds bp_systolic 128, confirming the vitals exist to be carried over or not.","","PT-QA-0001; Standard vitals BP 128/84","IPD, Nursing","wards and beds configured with rate_per_day (Settings → Wards)","","","","","P4-S15","If the vitals were never saved on the encounter the question of whether they carry into the admission cannot be answered either way, so this case establishes the baseline first.","Cross-Module","doctor (Hospital A)","opd_encounters where hospital_id = A and patient_id = (PT-QA-0001) → vitals->>bp_systolic = 128","e2e/phase-04-opd-journey/P4I.downstream-hops.spec.ts",""
"TC-P4I-007","4I Downstream Hops","P1","An admission created from OPD is linked to the patient","1) Start a consultation for PT-QA-0001 at /opd 2) Click ""Admit"" 3) Choose an admitting doctor and an available bed 4) Confirm the admission 5) Read the admissions row","An admissions row exists with patient_id equal to PT-QA-0001.","","PT-QA-0001 Ramesh Kumar; Master data — Wards & beds","IPD, Billing","wards and beds configured with rate_per_day (Settings → Wards)","","","","","P4-S15","The admission is the record every inpatient charge, nursing task and discharge summary hangs off, so an admission attached to nobody is an entire stay with no owner.","Cross-Module","doctor (Hospital A)","admissions where hospital_id = A and patient_id = (PT-QA-0001) → at least 1 row","e2e/phase-04-opd-journey/P4I.downstream-hops.spec.ts",""
"TC-P4I-008","4I Downstream Hops","P2","The encounter can express whether the visit ended in an admission","1) Start and complete a consultation for PT-QA-0001 at /opd 2) Read the is_admitted column on the opd_encounters row","opd_encounters carries an is_admitted column.","","PT-QA-0001 Ramesh Kumar","IPD, Analytics","wards and beds configured with rate_per_day (Settings → Wards)","","","","","P4-S15","OPD-to-IPD conversion rate is the single most watched metric in a private hospital, and it cannot be computed if nothing distinguishes a consultation that ended in admission.","Positive","doctor (Hospital A)","opd_encounters where hospital_id = A and patient_id = (PT-QA-0001) → is_admitted column present","e2e/phase-04-opd-journey/P4I.downstream-hops.spec.ts",""
"TC-P4I-009","4I Downstream Hops","P2","The Refer Physio action is offered in the workspace","1) Start a consultation for PT-QA-0036 at /opd 2) Look for the Refer Physio control in the action bar","A ""Refer Physio"" button is visible.","","PT-QA-0036 Geetha Krishnan (physiotherapy post-fracture)","Physio","None","","","","","P4-S16","Without a referral control the referral is made verbally, the physio department has no work queue, and nobody can tell whether the patient ever attended.","Positive","doctor (Hospital A)","None","e2e/phase-04-opd-journey/P4I.downstream-hops.spec.ts",""
"TC-P4I-010","4I Downstream Hops","P1","Referring to physiotherapy creates a physio_referrals row","1) Start a consultation for PT-QA-0036 at /opd 2) Click ""Refer Physio"" 3) Read physio_referrals for the patient","A physio_referrals row exists for PT-QA-0036.","","PT-QA-0036 Geetha Krishnan","Physio","None","","","","","P4-S16","A referral that reports success and writes nothing means the patient is told to attend physiotherapy and the department never hears about them.","Cross-Module","doctor (Hospital A)","physio_referrals where hospital_id = A and patient_id = (PT-QA-0036) → at least 1 row","e2e/phase-04-opd-journey/P4I.downstream-hops.spec.ts",""
"TC-P4I-011","4I Downstream Hops","P2","The physio referral carries a diagnosis for the therapist to work from","1) Start a consultation for PT-QA-0036 at /opd 2) Click ""Refer Physio"" 3) Read physio_referrals.diagnosis","The diagnosis field is populated from the encounter's diagnosis or chief complaint.","","PT-QA-0036 Geetha Krishnan; phase4.referral.physioDiagnosis","Physio","None","","","","","P4-S16","A physiotherapist receiving a patient with no indication has to re-take the whole history before treating anything, which wastes the appointment the patient waited for.","Positive","doctor (Hospital A)","physio_referrals where hospital_id = A and patient_id = (PT-QA-0036) → diagnosis is not null","e2e/phase-04-opd-journey/P4I.downstream-hops.spec.ts",""
"TC-P4I-012","4I Downstream Hops","P2","The physio referral is linked back to the OPD encounter","1) Start a consultation for PT-QA-0036 at /opd 2) Click ""Refer Physio"" 3) Read physio_referrals.opd_encounter_id","opd_encounter_id is populated.","","PT-QA-0036 Geetha Krishnan","Physio, MRD","None","","","","","P4-S16","Without the link the therapist cannot open the consultation that generated the referral, and the episode of care is split into two records that never meet.","Cross-Module","doctor (Hospital A)","physio_referrals where hospital_id = A and patient_id = (PT-QA-0036) → opd_encounter_id is not null","e2e/phase-04-opd-journey/P4I.downstream-hops.spec.ts",""
"TC-P4I-013","4I Downstream Hops","P2","The referral names the doctor who made it","1) Start a consultation for PT-QA-0036 at /opd 2) Click ""Refer Physio"" 3) Read physio_referrals.referred_by","referred_by is populated with the referring doctor's id.","","PT-QA-0036 Geetha Krishnan","Physio","None","","","","","P4-S16","The therapist has nobody to query about the treatment goal without it, and the referring consultant never receives feedback on whether the referral helped.","Positive","doctor (Hospital A)","physio_referrals where hospital_id = A and patient_id = (PT-QA-0036) → referred_by is not null","e2e/phase-04-opd-journey/P4I.downstream-hops.spec.ts",""
"TC-P4I-014","4I Downstream Hops","P2","A referral letter can be raised from the consultation","1) Start a consultation for PT-QA-0001 at /opd 2) Click ""Refer"" in the workspace header 3) Read the modal that opens","A referral letter modal opens.","","phase4.referral.referralLetterNote","CRM","None","","","","","P4-S16","A patient sent to an outside specialist with no written summary is the single most common complaint referring consultants make about hospital IT.","Positive","doctor (Hospital A)","None","e2e/phase-04-opd-journey/P4I.downstream-hops.spec.ts",""
"TC-P4I-015","4I Downstream Hops","P1","A prescription raised in OPD is stored for the pharmacy to read","1) Start a consultation for PT-QA-0001 at /opd 2) Add Dolo 650, 1 tablet, 5 days in the Rx & Orders tab 3) Complete the consultation 4) Read the prescriptions row","A prescriptions row exists whose drugs JSON contains Dolo 650.","","phase4.prescription.primary — Dolo 650","Pharmacy","drug_master rows plus drug_batches with expiry dates (Settings → Drugs)","","","","","P4-S14","The pharmacy counter dispenses against this record; if it was never written the patient is sent back across the hospital to have the prescription written a second time.","Cross-Module","doctor (Hospital A)","prescriptions where hospital_id = A and patient_id = (PT-QA-0001) → drugs contains Dolo 650","e2e/phase-04-opd-journey/P4I.downstream-hops.spec.ts",""
"TC-P4I-016","4I Downstream Hops","P2","The prescription records the quantity the pharmacy must dispense","1) Start a consultation for PT-QA-0001 at /opd 2) Add Dolo 650 with dose, duration and quantity 15 3) Complete the consultation 4) Read the drugs JSON on the prescriptions row","The stored drug entry carries a quantity field.","","phase4.prescription.primary — Dolo 650, quantity 15","Pharmacy","drug_master rows plus drug_batches with expiry dates (Settings → Drugs)","","","","","P4-S14","Without a quantity the pharmacist recalculates dose by frequency by days at the counter, and that recalculation is where part-course dispensing errors are introduced.","Positive","doctor (Hospital A)","prescriptions where hospital_id = A and patient_id = (PT-QA-0001) → drugs JSON contains a quantity value","e2e/phase-04-opd-journey/P4I.downstream-hops.spec.ts",""
"TC-P4I-017","4I Downstream Hops","P1","A pharmacist can open the pharmacy module and see the OPD prescription","1) As the doctor, prescribe Dolo 650 for PT-QA-0001 at /opd and complete the consultation 2) Log out 3) Log in as pharmacist (Hospital A) 4) Open /pharmacy 5) Look for the patient","Ramesh Kumar appears in the pharmacy queue.","","PT-QA-0001 Ramesh Kumar; Dolo 650","Pharmacy","drug_master rows plus drug_batches with expiry dates (Settings → Drugs)","","","","","P4-S14","If the pharmacist cannot see the prescription the doctor just wrote, the patient carries a paper slip to the counter and the electronic prescription is decorative.","RBAC","pharmacist (Hospital A)","prescriptions where hospital_id = A and patient_id = (PT-QA-0001) → row exists and is visible to the pharmacist role","e2e/phase-04-opd-journey/P4I.downstream-hops.spec.ts",""
"TC-P4I-018","4I Downstream Hops","P1","The drug batches the pharmacy will dispense from carry expiry dates","1) In Supabase, select expiry_date, quantity_available and status from drug_batches for Hospital A","Batches exist and every one carries an expiry_date.","","Master data — Drug batches","Pharmacy, Inventory","drug_master rows plus drug_batches with expiry dates (Settings → Drugs)","","","","","P4-S14","FEFO cannot order batches it cannot date, and an undated batch can never be blocked as expired, so dispensing safety collapses to whatever the pharmacist happens to notice.","Positive","doctor (Hospital A)","drug_batches where hospital_id = A → at least 1 row and expiry_date is not null on every row","e2e/phase-04-opd-journey/P4I.downstream-hops.spec.ts",""
"TC-P4I-019","4I Downstream Hops","P1","Stock includes an expired batch so the dispensing block can be proven","1) In Supabase, select id and expiry_date from drug_batches for Hospital A where expiry_date is earlier than today","At least one expired batch exists in the seeded stock.","","Master data — Drug batches (includes 1 expired and 1 quarantined)","Pharmacy","drug_master rows plus drug_batches with expiry dates (Settings → Drugs)","","","","","P4-S14","The seeder creates an expired batch on purpose so the refuse-to-dispense path can be exercised; without it Phase 6 can only ever prove the happy case works.","Boundary","doctor (Hospital A)","drug_batches where hospital_id = A and expiry_date < current_date → at least 1 row","e2e/phase-04-opd-journey/P4I.downstream-hops.spec.ts",""
"TC-P4I-020","4I Downstream Hops","P1","A nurse is not offered the Admit action","1) Register a walk-in for PT-QA-0001 at /opd 2) Log out 3) Log in as nurse (Hospital A) 4) Open /opd and select the token 5) Look for the Admit control","The Admit control is absent for the nurse role.","","PT-QA-0001 Ramesh Kumar","IPD","Roles & Permissions: opd → admit_patient NOT granted to nurse","","","","","P4-S15","Admission commits a bed, opens an IPD bill and starts a daily room charge, so it is a consultant decision and the permission gate is what enforces that.","RBAC","nurse (Hospital A)","None","e2e/phase-04-opd-journey/P4I.downstream-hops.spec.ts",""
"TC-P4J-001","4J Telemedicine & Voice Scribe","P2","The telemedicine screen loads for a doctor","1) Log in as doctor (Hospital A) 2) Open /telemedicine 3) Wait for the page to render 4) Check the console for red errors","The telemedicine screen renders with no console errors other than media-permission noise.","","None","OPD","Telemedicine module enabled on the plan (Settings → Plan) and teleconsult_sessions readable","","","","","P4-S17","Teleconsultation is a chargeable service under the Telemedicine Practice Guidelines 2020, so a module that will not load is revenue the hospital has licensed and cannot deliver.","Positive","doctor (Hospital A)","None","e2e/phase-04-opd-journey/P4J.telemedicine-voice-scribe.spec.ts",""
"TC-P4J-002","4J Telemedicine & Voice Scribe","P2","A teleconsult token is distinguishable from a physical walk-in","1) Register a walk-in for PT-QA-0001 at /opd 2) Read the visit_mode column on the opd_tokens row","opd_tokens carries a visit_mode column that can hold teleconsult.","","PT-QA-0001 Ramesh Kumar","OPD, Billing","Telemedicine module enabled on the plan (Settings → Plan) and teleconsult_sessions readable","","","","","P4-S17","A remote consultation indistinguishable from a physical attendance breaks both the Telemedicine Practice Guidelines record and the fee the visit should carry.","Positive","doctor (Hospital A)","opd_tokens where hospital_id = A and patient_id = (PT-QA-0001) and visit_date = today → visit_mode column present","e2e/phase-04-opd-journey/P4J.telemedicine-voice-scribe.spec.ts",""
"TC-P4J-003","4J Telemedicine & Voice Scribe","P2","A teleconsult token offers a Start or Join action in the queue","1) Register a walk-in for PT-QA-0001 at /opd 2) Set that token's visit_mode to teleconsult 3) Reload /opd 4) Read the token row in the queue","A ""Start Teleconsult"" or ""Join Teleconsult"" action is offered on the token.","","PT-QA-0001 Ramesh Kumar; visit_mode teleconsult","OPD","Telemedicine module enabled on the plan (Settings → Plan) and teleconsult_sessions readable","","","","","P4-S17","Without a way to start the call from the queue the doctor has to find the patient in a separate module, and the queue is misrepresenting what is next.","Positive","doctor (Hospital A)","opd_tokens where hospital_id = A and patient_id = (PT-QA-0001) and visit_date = today → visit_mode = teleconsult","e2e/phase-04-opd-journey/P4J.telemedicine-voice-scribe.spec.ts",""
"TC-P4J-004","4J Telemedicine & Voice Scribe","P2","A teleconsult session record exists for audit","1) Open /telemedicine 2) In Supabase, select id from teleconsult_sessions for Hospital A","teleconsult_sessions is readable without error.","","None","","Telemedicine module enabled on the plan (Settings → Plan) and teleconsult_sessions readable","","","","","P4-S17","The Telemedicine Practice Guidelines 2020 require the practitioner to be able to produce evidence a remote consultation took place, and the session record is that evidence.","Positive","doctor (Hospital A)","teleconsult_sessions where hospital_id = A → query succeeds","e2e/phase-04-opd-journey/P4J.telemedicine-voice-scribe.spec.ts",""
"TC-P4J-005","4J Telemedicine & Voice Scribe","P1","Telemedicine consent language is shown before a remote consultation","1) Open /telemedicine 2) Read the screen for any consent or Telemedicine Practice Guidelines wording","Consent language is present somewhere on the telemedicine screen.","","phase4.teleconsult.consentNote","","Telemedicine module enabled on the plan (Settings → Plan) and teleconsult_sessions readable","","","","","P4-S17","A doctor-initiated video call needs recorded consent under the 2020 guidelines, and a hospital cannot prove consent it never displayed to the patient.","Positive","doctor (Hospital A)","None","e2e/phase-04-opd-journey/P4J.telemedicine-voice-scribe.spec.ts",""
"TC-P4J-006","4J Telemedicine & Voice Scribe","P1","A prescription issued over video is stored like any other","1) Register a walk-in for PT-QA-0001 at /opd and start the consultation 2) Enter the teleconsult chief complaint from phase4.teleconsult 3) Add Dolo 650 in the Rx & Orders tab 4) Complete the consultation 5) Read the prescriptions row","A prescriptions row exists for the patient.","","phase4.teleconsult.chiefComplaint; phase4.prescription.primary","Pharmacy","Telemedicine module enabled on the plan (Settings → Plan) and teleconsult_sessions readable","","","","","P4-S17","A digital prescription the system has no copy of cannot be honoured at a pharmacy or defended if the prescribing decision is later challenged.","Cross-Module","doctor (Hospital A)","prescriptions where hospital_id = A and patient_id = (PT-QA-0001) → at least 1 row","e2e/phase-04-opd-journey/P4J.telemedicine-voice-scribe.spec.ts",""
"TC-P4J-007","4J Telemedicine & Voice Scribe","P2","A teleconsultation is billed rather than given away","1) Register a walk-in for PT-QA-0001 at /opd 2) Read the bills row raised for the visit","An OPD bill exists for the consultation.","","PT-QA-0001 Ramesh Kumar","Billing","Telemedicine module enabled on the plan (Settings → Plan) and teleconsult_sessions readable","","","","","P4-S17","Teleconsultation is chargeable under the guidelines, and hospitals that cannot bill it simply stop offering it, which removes access for the patients who need it most.","Cross-Module","doctor (Hospital A)","bills where hospital_id = A and patient_id = (PT-QA-0001) and bill_type = opd and bill_date = today → at least 1 row","e2e/phase-04-opd-journey/P4J.telemedicine-voice-scribe.spec.ts",""
"TC-P4J-008","4J Telemedicine & Voice Scribe","P2","A live video teleconsultation is completed end to end with a real patient","1) Open /telemedicine on two devices with camera and microphone permissions granted 2) Start a teleconsult session as the doctor 3) Join as the patient 4) Complete the consultation and issue a prescription","The video connects both ways, the consultation completes and a prescription is issued.","","phase4.teleconsult — PT-QA-0001 Ramesh Kumar","Pharmacy","Telemedicine module enabled on the plan (Settings → Plan) and teleconsult_sessions readable","","","","","P4-S17","MANUAL-ONLY: a fake media stream proves the plumbing but not the consultation, and a video call that connects in a test harness and fails on a real hospital network is the failure that actually matters.","Positive","doctor (Hospital A)","teleconsult_sessions where hospital_id = A → the session row records start and end times","e2e/phase-04-opd-journey/P4J.telemedicine-voice-scribe.spec.ts",""
"TC-P4J-009","4J Telemedicine & Voice Scribe","P1","The Voice Scribe is available inside the OPD consultation workspace","1) Register a walk-in for PT-QA-0001 at /opd and start the consultation 2) Look for a scribe, dictation, record or microphone control","A Voice Scribe or dictation control is reachable from the workspace.","","PT-QA-0001 Ramesh Kumar","","Tier 0 complete; departments, staff and service_master consultation rows configured (SETTINGS_PREREQ_MATRIX OPD row)","","","","","P4-S18","The entire premise of the Voice Scribe scenario is the doctor dictating instead of typing, and without an entry point in the workspace the feature has no user.","Positive","doctor (Hospital A)","None","e2e/phase-04-opd-journey/P4J.telemedicine-voice-scribe.spec.ts",""
"TC-P4J-010","4J Telemedicine & Voice Scribe","P1","The Audio Rescue safety net exists in the scribe implementation","1) Inspect src/components/voice/VoiceScribePanel.tsx 2) Confirm the rescueState background re-transcription is still wired in","The Audio Rescue state machine is present in the scribe panel.","","None","","None","","","","","P4-S18","Audio Rescue is the second-pass re-transcription that separates a usable note from a guessed drug name, so its removal would silently downgrade every dictated prescription.","Positive","doctor (Hospital A)","None","e2e/phase-04-opd-journey/P4J.telemedicine-voice-scribe.spec.ts",""
"TC-P4J-011","4J Telemedicine & Voice Scribe","P1","A dictated consultation populates the clinical fields correctly","1) Start a consultation for PT-QA-0001 at /opd 2) Start the Voice Scribe 3) Dictate a complete consultation covering complaint, examination, diagnosis and prescription 4) Stop and review each tab","Each dictated section lands in its own field rather than all of it in the complaint box.","","phase4.consultation — full dictated consultation","MRD","Tier 0 complete; departments, staff and service_master consultation rows configured (SETTINGS_PREREQ_MATRIX OPD row)","","","","","P4-S18","MANUAL-ONLY: a script cannot speak, so automating it would report PASS while asserting nothing — and a whole consultation collapsed into the complaint field is unusable to the next clinician.","Positive","doctor (Hospital A)","opd_encounters where hospital_id = A and patient_id = (PT-QA-0001) → chief_complaint, examination_notes and diagnosis each populated separately","e2e/phase-04-opd-journey/P4J.telemedicine-voice-scribe.spec.ts",""
"TC-P4J-012","4J Telemedicine & Voice Scribe","P1","Indian drug names are transcribed correctly in dictation","1) Start a consultation for PT-QA-0001 at /opd 2) Start the Voice Scribe 3) Dictate Pantoprazole, Telmisartan and Metformin in an Indian accent 4) Review the drug names in the Rx & Orders tab","Each drug resolves to its drug_master entry rather than a phonetic approximation.","","Master data — Drug master → Pan 40, Telma 40, Metformin 500","Pharmacy","Tier 0 complete; departments, staff and service_master consultation rows configured (SETTINGS_PREREQ_MATRIX OPD row)","","","","","P4-S18","MANUAL-ONLY: needs real speech. A drug name transcribed wrong is a prescribing error rather than a typo, and it reaches the pharmacy counter with nothing flagging it.","Positive","doctor (Hospital A)","prescriptions where hospital_id = A and patient_id = (PT-QA-0001) → drugs JSON contains the correctly spelled drug names","e2e/phase-04-opd-journey/P4J.telemedicine-voice-scribe.spec.ts",""
"TC-P4J-013","4J Telemedicine & Voice Scribe","P1","A doubtful dose is caught rather than silently transcribed","1) Start a consultation for PT-QA-0001 at /opd 2) Start the Voice Scribe with background OPD noise 3) Dictate a dose where ""fifteen"" and ""fifty"" sound alike 4) Review the transcribed dose and any confidence flag","The scribe flags low confidence on the dose or Audio Rescue re-transcribes it, rather than committing a guess.","","Dictated dose ""fifteen"" against background noise","Pharmacy","Tier 0 complete; departments, staff and service_master consultation rows configured (SETTINGS_PREREQ_MATRIX OPD row)","","","","","P4-S18","MANUAL-ONLY: needs a human speaking. A 50 mg dose recorded as 15 mg, or the reverse, is the single highest-consequence failure this feature can produce and it looks identical to a correct transcription.","Boundary","doctor (Hospital A)","prescriptions where hospital_id = A and patient_id = (PT-QA-0001) → the dose in the drugs JSON matches what was dictated","e2e/phase-04-opd-journey/P4J.telemedicine-voice-scribe.spec.ts",""
"TC-P4J-014","4J Telemedicine & Voice Scribe","P2","Mixed Hindi and English dictation produces a usable note","1) Start a consultation for PT-QA-0001 at /opd 2) Start the Voice Scribe 3) Dictate a consultation with clinical terms in English inside Hindi sentences 4) Read the resulting note","The note is coherent and clinically usable rather than a transliterated mixture.","","Mixed Hindi/English dictated consultation","MRD","Tier 0 complete; departments, staff and service_master consultation rows configured (SETTINGS_PREREQ_MATRIX OPD row)","","","","","P4-S18","MANUAL-ONLY: needs real bilingual speech. This is how most of the country actually consults, so it is the normal case rather than an edge case, and a scribe that only handles pure English is unusable in a real Indian OPD.","Boundary","doctor (Hospital A)","opd_encounters where hospital_id = A and patient_id = (PT-QA-0001) → chief_complaint holds a readable note","e2e/phase-04-opd-journey/P4J.telemedicine-voice-scribe.spec.ts",""
"TC-P4K-001","4K Edge Cases","P2","A second token can be issued for the same patient on the same day","1) Open /opd 2) Register a walk-in for PT-QA-0001 with Dr. Suresh Menon 3) Register a second walk-in for PT-QA-0001 with Dr. Arjun Nair 4) Count today's tokens for the patient","Two opd_tokens rows exist for PT-QA-0001 today.","","PT-QA-0001; phase4.sameDay — Dr. Suresh Menon then Dr. Arjun Nair","Billing","Tier 0 complete; departments, staff and service_master consultation rows configured (SETTINGS_PREREQ_MATRIX OPD row)","","","","","P4-S19","Being sent from the physician to the orthopaedic surgeon the same afternoon is routine, and blocking it forces the desk to register a duplicate patient record instead.","Positive","hospital_admin (Hospital A)","opd_tokens where hospital_id = A and patient_id = (PT-QA-0001) and visit_date = today → 2 rows","e2e/phase-04-opd-journey/P4K.edge-cases.spec.ts",""
"TC-P4K-002","4K Edge Cases","P1","The desk is warned before creating a second same-day token","1) Register a walk-in for PT-QA-0001 with Dr. Suresh Menon at /opd 2) Start a second walk-in for the same patient with Dr. Arjun Nair 3) Click ""Proceed to Payment"" 4) Read the dialog","A dialog reads ""Patient already in queue today"" before the second token is issued.","","PT-QA-0001; phase4.sameDay","Billing","Tier 0 complete; departments, staff and service_master consultation rows configured (SETTINGS_PREREQ_MATRIX OPD row)","","","","","P4-S19","Most second tokens are the desk not realising the patient was already registered, and each one creates a duplicate consultation bill the patient has to argue their way out of.","Negative","hospital_admin (Hospital A)","opd_tokens where hospital_id = A and patient_id = (PT-QA-0001) and visit_date = today → 1 row at the moment the warning appears","e2e/phase-04-opd-journey/P4K.edge-cases.spec.ts",""
"TC-P4K-003","4K Edge Cases","P2","The same-day warning explains the billing consequence and can be overridden","1) Register a walk-in for PT-QA-0001 with Dr. Suresh Menon at /opd 2) Start a second walk-in for the same patient with Dr. Arjun Nair 3) Click ""Proceed to Payment"" 4) Read the warning text and the buttons offered","The warning names the second consultation bill and offers a ""Register Anyway"" action.","","PT-QA-0001; phase4.sameDay","Billing","Tier 0 complete; departments, staff and service_master consultation rows configured (SETTINGS_PREREQ_MATRIX OPD row)","","","","","P4-S19","""Are you sure?"" with no stated consequence is dismissed reflexively, and a warning with no override blocks the genuine second-doctor case outright.","Positive","hospital_admin (Hospital A)","None","e2e/phase-04-opd-journey/P4K.edge-cases.spec.ts",""
"TC-P4K-004","4K Edge Cases","P1","Two same-day consultations produce two separate bills","1) Register and complete a consultation for PT-QA-0001 with Dr. Suresh Menon at /opd 2) Register and complete a second consultation for the same patient with Dr. Arjun Nair 3) Count today's OPD bills for the patient","Two bills rows exist for PT-QA-0001 today.","","PT-QA-0001; phase4.sameDay — Dr. Suresh Menon and Dr. Arjun Nair","Billing, Accounts","Tier 0 complete; departments, staff and service_master consultation rows configured (SETTINGS_PREREQ_MATRIX OPD row)","","","","","P4-S19","Each consultant's fee has to be attributable to that consultant, and a merged bill cannot be split for the doctor revenue share that most Indian hospitals pay monthly.","Cross-Module","hospital_admin (Hospital A)","bills where hospital_id = A and patient_id = (PT-QA-0001) and bill_type = opd and bill_date = today → 2 rows","e2e/phase-04-opd-journey/P4K.edge-cases.spec.ts",""
"TC-P4K-005","4K Edge Cases","P1","Each bill is linked to its own encounter, not to the other one","1) Complete two consultations for PT-QA-0001 with two different doctors on the same day at /opd 2) Read encounter_id on both bills 3) Compare them with the two opd_encounters ids","The two bills point at two different encounters, matching the two consultations.","","PT-QA-0001; phase4.sameDay","Billing, MRD","Tier 0 complete; departments, staff and service_master consultation rows configured (SETTINGS_PREREQ_MATRIX OPD row)","","","","","P4-S19","The bill link is backfilled by finding the most recent unlinked OPD bill today, guarded by an encounter_id IS NULL filter — if that guard is removed the afternoon consultation steals the morning's bill and both charges land on one visit.","Boundary","hospital_admin (Hospital A)","bills where hospital_id = A and patient_id = (PT-QA-0001) and bill_date = today → 2 distinct encounter_id values matching the 2 opd_encounters rows","e2e/phase-04-opd-journey/P4K.edge-cases.spec.ts",""
"TC-P4K-006","4K Edge Cases","P1","Each bill carries exactly one consultation line at its own doctor's rate","1) Complete two consultations for PT-QA-0001 with Dr. Suresh Menon and Dr. Arjun Nair on the same day at /opd 2) Read the consultation line items on both bills","Each bill carries exactly one consultation line, and the two amounts are ₹500 and ₹800.","","PT-QA-0001; Dr. Suresh Menon ₹500, Dr. Arjun Nair ₹800","Billing","Tier 0 complete; departments, staff and service_master consultation rows configured (SETTINGS_PREREQ_MATRIX OPD row)","","","","","P4-S19","If both bills carry the same figure one consultant is being paid at the other's rate, and the revenue-share statement they receive at month end will be wrong in both directions.","Boundary","hospital_admin (Hospital A)","bill_line_items where item_type = consultation and bill_id in (the two OPD bills for PT-QA-0001 today) → 2 rows with total_amount 500 and 800","e2e/phase-04-opd-journey/P4K.edge-cases.spec.ts",""
"TC-P4K-007","4K Edge Cases","P2","The two same-day tokens carry different token numbers","1) Register two walk-ins for PT-QA-0001 with two different doctors at /opd 2) Compare the two token_number values","The two tokens carry different numbers.","","PT-QA-0001; phase4.sameDay","","Tier 0 complete; departments, staff and service_master consultation rows configured (SETTINGS_PREREQ_MATRIX OPD row)","","","","","P4-S19","Identical numbers mean the display board cannot call one without calling the other, and the patient does not know which consultation they are being summoned for.","Boundary","hospital_admin (Hospital A)","opd_tokens where hospital_id = A and patient_id = (PT-QA-0001) and visit_date = today → 2 distinct token_number values","e2e/phase-04-opd-journey/P4K.edge-cases.spec.ts",""
"TC-P4K-008","4K Edge Cases","P2","Each same-day token records its own doctor","1) Register two walk-ins for PT-QA-0001 with Dr. Suresh Menon and Dr. Arjun Nair at /opd 2) Compare the two doctor_id values","The two tokens carry different doctor_id values.","","PT-QA-0001; phase4.sameDay","","Tier 0 complete; departments, staff and service_master consultation rows configured (SETTINGS_PREREQ_MATRIX OPD row)","","","","","P4-S19","If both tokens name the same doctor, one consultant never sees the patient in their queue and the referral between departments silently fails.","Positive","hospital_admin (Hospital A)","opd_tokens where hospital_id = A and patient_id = (PT-QA-0001) and visit_date = today → 2 distinct doctor_id values","e2e/phase-04-opd-journey/P4K.edge-cases.spec.ts",""
"TC-P4K-009","4K Edge Cases","P1","An assault injury can be registered as a medico-legal case at OPD","1) Open /opd 2) Click ""+ Register Walk-in"" 3) Search PT-QA-0032 4) Department General Medicine, Doctor Suresh Menon 5) Tick ""Medico-Legal Case (MLC)"" and enter the police station 6) Pay and issue the token","opd_tokens.is_mlc = true for the new token.","","phase4.mlc — PT-QA-0032 Arun Prakash, Banjara Hills Police Station","MRD, Emergency","Tier 0 complete; departments, staff and service_master consultation rows configured (SETTINGS_PREREQ_MATRIX OPD row)","","","","","P4-S23","An assault case registered as an ordinary consultation is not reported to the police, and the hospital has committed a statutory offence before the patient has left the building.","Positive","hospital_admin (Hospital A)","opd_tokens where hospital_id = A and patient_id = (PT-QA-0032) and visit_date = today → is_mlc = true","e2e/phase-04-opd-journey/P4K.edge-cases.spec.ts",""
